Epoch,training_loss,validation_loss,training acc,validation acc
0,1.0111798530444502,1.0181343058745067,59.5959595959596,66.66666666666667
1,0.741915883217007,1.4408935631314914,67.42424242424242,66.66666666666667
2,0.6810601382807363,1.1566584308942158,67.67676767676768,66.66666666666667
3,0.6517558019026183,1.3214181065559387,71.71717171717172,66.66666666666667
4,0.5726277472451329,1.8108528504769008,76.76767676767676,66.66666666666667
5,0.4871260718908161,1.254791220029195,79.29292929292929,58.333333333333336
6,0.4665982414284372,2.186797390381495,78.53535353535354,58.333333333333336
7,0.48500081346137447,2.4554699758688607,81.06060606060606,58.333333333333336
8,0.49189611173351294,1.7622361083825429,81.06060606060606,58.333333333333336
9,0.514694405937189,2.0802775720755258,79.04040404040404,58.333333333333336
10,0.3917548703262582,2.121910591920217,85.1010101010101,58.333333333333336
11,0.3340648834069725,2.252208729585012,85.60606060606061,58.333333333333336
12,0.3085158833651803,1.9989714622497559,86.36363636363636,58.333333333333336
13,0.3407764533068985,1.7504784067471821,86.36363636363636,50.0
14,0.31761539430590346,2.018157502015432,87.37373737373737,58.333333333333336
15,0.31213083356415156,1.8207044800122578,87.87878787878788,50.0
16,0.2843269863165915,1.988567849000295,87.87878787878788,50.0
17,0.2758359951141756,2.2011872828006744,88.63636363636364,58.333333333333336
18,0.30764426091918723,1.980902373790741,88.13131313131314,50.0
19,0.2839220715861302,2.0892306168874106,88.63636363636364,50.0
20,0.28397850301116706,1.8974421819051106,88.13131313131314,50.0
21,0.2789279623219045,1.9751388827959697,87.87878787878788,50.0
22,0.2956116627261508,2.007684568564097,87.62626262626263,50.0
23,0.24479169005353468,2.0328752398490906,89.8989898989899,50.0
24,0.2464538489613915,2.0259667237599692,90.15151515151516,50.0
25,0.2504479384981096,1.9587793747584026,90.9090909090909,50.0
26,0.23565776885370723,1.96847802400589,90.15151515151516,50.0
27,0.3125020368490368,2.0207197268803916,89.64646464646465,50.0
28,0.23897228355053812,1.9845197200775146,89.64646464646465,50.0
29,0.2717754192708526,2.0766879121462503,87.87878787878788,50.0
30,0.2862001252360642,1.927416443824768,88.38383838383838,50.0
31,0.25895286909653803,2.0403290589650473,90.65656565656566,50.0
32,0.2927293630084023,2.0139949321746826,89.14141414141415,50.0
33,0.2978113621706143,1.9606041113535564,86.61616161616162,50.0
34,0.2806738691404462,1.9868015845616658,88.38383838383838,50.0
35,0.29217687525087965,1.9770797888437908,86.36363636363636,50.0
36,0.26684209777740764,1.9817043741544087,89.39393939393939,50.0
37,0.3081500178785063,1.9416329463322957,87.87878787878788,50.0
38,0.27643272205023095,1.9545097351074219,88.38383838383838,50.0
39,0.2471435600949917,2.0251187682151794,90.4040404040404,50.0
40,0.27417882296140306,1.9820282260576885,88.38383838383838,50.0
41,0.32558994253049606,1.946356475353241,87.87878787878788,50.0
42,0.28134376076050105,1.9137078126271565,88.88888888888889,50.0
43,0.2966898042766843,2.025826176007589,86.86868686868686,50.0
44,0.2994278251193464,2.0040245056152344,88.88888888888889,50.0
45,0.2689835743047297,1.9129063685735066,88.38383838383838,50.0
46,0.283497736568097,1.9588844974835713,88.38383838383838,50.0
47,0.3058650273247622,1.9477555553118389,85.85858585858585,50.0
48,0.2555291876196861,2.0005652705828347,89.64646464646465,50.0
49,0.30388785257237033,1.9983938733736675,88.13131313131314,50.0
50,0.26915534445724915,1.960542341073354,87.62626262626263,50.0
51,0.26826468200888487,1.9853279987970989,89.64646464646465,50.0
52,0.29543510756629987,1.9382052024205525,87.37373737373737,50.0
53,0.3087381247081794,1.9466650287310283,87.37373737373737,50.0
54,0.26350831097224725,1.9811584154764812,88.63636363636364,50.0
55,0.23923781329067423,2.014785587787628,90.15151515151516,50.0
56,0.2879795263055712,1.9824272394180298,88.13131313131314,50.0
57,0.27137899607369037,1.982980767885844,88.38383838383838,50.0
58,0.25628008965868504,1.9630812009175618,89.64646464646465,50.0
59,0.3039644314558245,1.9526897271474202,86.11111111111111,50.0
60,0.29295621934579685,2.000496526559194,86.61616161616162,50.0
61,0.32847268019104375,2.019402046998342,87.62626262626263,50.0
62,0.3126764397835359,2.0087170402208963,87.62626262626263,50.0
63,0.28709839943330734,2.0222715934117637,88.38383838383838,50.0
64,0.2853109096409753,1.9803680976231892,88.63636363636364,50.0
65,0.28700565460603683,1.9619328776995342,87.62626262626263,50.0
66,0.2951366755994968,1.9274791479110718,84.5959595959596,50.0
67,0.27952972673811016,1.9682682951291401,87.62626262626263,50.0
68,0.26197327118679825,1.9747496843338013,88.38383838383838,50.0
69,0.30828182363766243,1.9482468366622925,88.13131313131314,50.0
70,0.286686622799607,1.9240929285685222,88.88888888888889,50.0
71,0.30773356803692875,1.990142563978831,86.86868686868686,50.0
72,0.27480519968084993,2.0156311988830566,89.14141414141415,50.0
73,0.26509590941714123,1.964074432849884,90.65656565656566,50.0
74,0.28599571891518283,1.974668025970459,88.38383838383838,50.0
75,0.254850620473735,1.985820710659027,88.38383838383838,50.0
76,0.2641530106135178,1.9260368545850117,87.62626262626263,50.0
77,0.25276097634341566,1.9101191560427349,87.62626262626263,50.0
78,0.2758353515178896,1.9652146697044373,88.38383838383838,50.0
79,0.33261703464668246,2.0156935254732766,87.12121212121212,50.0
80,0.252546554885339,1.9890039563179016,90.4040404040404,50.0
81,0.2583517813880462,2.022505044937134,90.4040404040404,50.0
82,0.28873343027298687,1.9330126444498699,87.87878787878788,50.0
83,0.294096082134638,1.9817092219988506,88.38383838383838,50.0
84,0.27810896749142555,1.9858064850171406,86.86868686868686,50.0
85,0.2635035545565188,1.954407771428426,87.37373737373737,50.0
86,0.2923843956319615,2.0084665218989053,87.62626262626263,50.0
87,0.24039021986536682,1.9819262226422627,89.39393939393939,50.0
88,0.258719852543436,2.0041391253471375,90.4040404040404,50.0
89,0.3016265363781713,1.9698227445284526,87.12121212121212,50.0
90,0.2446760482445825,2.0291197101275125,89.39393939393939,50.0
91,0.27173218135139904,1.9929877122243245,89.14141414141415,50.0
92,0.23711057805339805,1.9882784287134807,89.64646464646465,50.0
93,0.2827733671525493,1.933390478293101,86.36363636363636,50.0
94,0.3111770230694674,1.937533676624298,87.87878787878788,50.0
95,0.28700919132679703,1.93301922082901,87.37373737373737,50.0
96,0.30546548005659135,1.9846811095873516,89.39393939393939,50.0
97,0.28579726580064746,1.9359400471051533,89.64646464646465,50.0
98,0.3011193350481335,1.9745981295903523,88.13131313131314,50.0
99,0.2861311422369909,1.9620660344759624,89.39393939393939,50.0
