Epoch,training_loss,validation_loss
0,1.2435904292061049,0.6931471824645996
1,0.6823677256265107,0.6931471824645996
2,0.6771666364648434,0.6931471824645996
3,0.6611959871781223,0.6931471824645996
4,0.6586015509802725,0.6931471824645996
5,0.6564484950684024,0.6931471824645996
6,0.6493138154936091,0.6931471824645996
7,0.643053163595432,0.6931471824645996
8,0.6423979858627717,0.6931471824645996
9,0.6394570357573256,0.6931471824645996
10,0.6395080008919917,0.6931471824645996
11,0.6375096496791658,0.6931471824645996
12,0.6384855667517567,0.6931471824645996
13,0.6377599741893337,0.6931471824645996
14,0.6383117437966682,0.6931471824645996
15,0.6376846130673959,0.6931471824645996
16,0.6375575798237525,0.6931471824645996
17,0.6372765303903153,0.6931471824645996
18,0.6373483644821564,0.6931471824645996
19,0.6361543082147605,0.6931471824645996
20,0.6372485413188341,0.6931471824645996
21,0.6361860360171865,0.6931471824645996
22,0.6358159967132505,0.6931471824645996
23,0.6357627729347876,0.6931471824645996
24,0.6359299929626947,0.6931471824645996
25,0.6355120778904326,0.6931471824645996
26,0.6363440760798954,0.6931471824645996
27,0.6363535226394574,0.6931471824645996
28,0.6352678300944156,0.6931471824645996
29,0.6356644999153452,0.6931471824645996
30,0.6354384192337313,0.6931471824645996
31,0.636058307416413,0.6931471824645996
32,0.6356827161501528,0.6931471824645996
33,0.6359240468137775,0.6931471824645996
34,0.6357411461885764,0.6931471824645996
35,0.634708375048316,0.6931471824645996
36,0.6363343490071496,0.6931471824645996
37,0.6364319399699608,0.6931471824645996
38,0.6358567268905785,0.6931471824645996
39,0.6356953534544466,0.6931471824645996
40,0.6357552234664768,0.6931471824645996
41,0.6357595991424553,0.6931471824645996
42,0.6354334000573926,0.6931471824645996
43,0.6351457105428622,0.6931471824645996
44,0.6360106152067949,0.6931471824645996
45,0.6342745280569723,0.6931471824645996
46,0.6371735569780211,0.6931471824645996
47,0.6359418639944733,0.6931471824645996
48,0.6358753537671392,0.6931471824645996
49,0.6354938371064871,0.6931471824645996
