Epoch,training_loss,validation_loss,training acc,validation acc
0,1.1444079685106612,0.7859696745872498,70.45454545454545,25.0
1,0.4339813234023096,1.0478302836418152,83.33333333333333,58.333333333333336
2,0.14022113001709313,1.1406377255916595,95.20202020202021,50.0
3,0.1253250134968926,1.4215635657310486,95.70707070707071,50.0
4,0.10604581116281783,1.6963384747505188,96.21212121212122,50.0
5,0.11489652124286645,1.3132988512516022,96.46464646464646,50.0
6,0.1463125967139811,1.4102109670639038,94.94949494949495,50.0
7,0.06485085769194834,1.5624285191297531,97.22222222222223,50.0
8,0.0696016764872056,1.3313436806201935,96.96969696969697,58.333333333333336
9,0.011278544377071802,1.8291397094726562,99.74747474747475,50.0
10,0.013793327083372756,1.7562975883483887,99.4949494949495,58.333333333333336
11,0.003900086158900625,1.8982903957366943,100.0,58.333333333333336
12,0.009697430257097838,1.610836774110794,99.4949494949495,50.0
13,0.008655380428854985,1.5308802723884583,99.4949494949495,50.0
14,0.00232212983367693,1.3123529851436615,100.0,50.0
15,0.0018596643914957224,1.563378930091858,100.0,50.0
16,0.0014254790433991921,1.5019623637199402,100.0,50.0
17,0.0012984825801483741,1.5987325310707092,100.0,50.0
18,0.0009054351895157883,1.7029902935028076,100.0,50.0
19,0.0010518540714361223,1.526720255613327,100.0,50.0
20,0.0009132210926168227,1.5513862371444702,100.0,50.0
21,0.0020747316620955054,1.849470891058445,100.0,50.0
22,0.0013992801158168365,1.6064605712890625,100.0,50.0
23,0.001492971256231868,1.5981419086456299,100.0,50.0
24,0.0014039189274722287,1.465212345123291,100.0,50.0
25,0.0006689266407081225,1.556403934955597,100.0,50.0
26,0.0022228434133483048,1.6219179034233093,100.0,50.0
27,0.0012617757831816434,1.48219832777977,100.0,50.0
28,0.000937747093215429,1.9148318767547607,100.0,50.0
29,0.0007650931777613566,1.6041414141654968,100.0,50.0
30,0.001077551389646926,1.636523187160492,100.0,50.0
31,0.00557023347917158,1.6441845893859863,99.74747474747475,50.0
32,0.0009836886863826965,1.7131676375865936,100.0,50.0
33,0.0008635547972381462,1.7692753076553345,100.0,50.0
34,0.0018162176190878853,1.554698646068573,100.0,50.0
35,0.0009304984213757276,1.563144862651825,100.0,50.0
36,0.0018937919487199363,1.5309060215950012,100.0,50.0
37,0.0017970042854398216,1.5687376260757446,100.0,50.0
38,0.0018808394162306286,1.5010143518447876,100.0,50.0
39,0.0006560263010581828,1.621808111667633,100.0,50.0
40,0.0007828307548167183,1.5982534289360046,100.0,50.0
41,0.0012774441979832261,1.7483429908752441,100.0,50.0
42,0.0006099333955964475,1.5229643881320953,100.0,50.0
43,0.001110155041595518,1.7825593948364258,100.0,50.0
44,0.002735973840052546,1.622628629207611,100.0,50.0
45,0.0013746099118754117,1.6945528984069824,100.0,50.0
46,0.000526082689950208,1.6356574892997742,100.0,50.0
47,0.002050868805047669,1.5405341684818268,100.0,50.0
48,0.005057745478221446,1.7830636501312256,99.74747474747475,50.0
49,0.0012204957410946455,1.7199071049690247,100.0,50.0
