Epoch,training_loss,validation_loss,training acc,validation acc
0,0.8872062128968536,0.9219099630912145,61.86868686868687,66.66666666666667
1,0.6137711609713733,0.8872062128968536,72.22222222222223,66.66666666666667
2,0.5951347269641701,1.5724001576503117,70.95959595959596,50.0
3,0.4580825720448047,1.5724001576503117,78.78787878787878,58.333333333333336
4,0.41458377060480417,1.075384924809138,82.07070707070707,58.333333333333336
5,0.3504762535914779,1.075384924809138,83.08080808080808,33.333333333333336
6,0.43471900302502037,1.3936251401901245,80.55555555555556,58.333333333333336
7,0.40457896403968335,1.3936251401901245,81.31313131313131,66.66666666666667
8,0.3286340726306662,1.7610489130020142,87.12121212121212,50.0
9,0.35918799234204923,1.7610489130020142,82.32323232323232,50.0
10,0.2872440668958006,1.2026321689287822,88.88888888888889,58.333333333333336
11,0.2640894599084277,1.2026321689287822,89.39393939393939,58.333333333333336
12,0.23568199097644538,2.262292116880417,91.16161616161617,50.0
13,0.23626663095783443,2.262292116880417,91.16161616161617,50.0
14,0.23314275912707672,2.6387629359960556,89.64646464646465,50.0
15,0.20267860109452157,2.6387629359960556,92.17171717171718,50.0
16,0.2084256592206657,1.4561291535695393,91.66666666666667,50.0
17,0.19589480161084794,1.4561291535695393,93.43434343434343,50.0
18,0.20319936603191308,1.8567790985107422,92.42424242424242,50.0
19,0.19756054496392608,1.8567790985107422,91.91919191919192,50.0
20,0.19215109304059297,2.8869042893250785,92.92929292929293,50.0
21,0.18476987429894506,2.8869042893250785,93.68686868686869,50.0
22,0.1968105679145083,2.1509140133857727,92.42424242424242,50.0
23,0.19656869827304035,2.1509140133857727,93.18181818181819,50.0
24,0.17169233711319976,2.050241529941559,93.93939393939394,50.0
25,0.17929016682319343,2.050241529941559,93.18181818181819,50.0
26,0.17602662305580452,1.8259273966153462,93.68686868686869,50.0
27,0.21948222001083195,1.8259273966153462,92.67676767676768,50.0
28,0.19529832010157405,1.9652713735898335,93.18181818181819,50.0
29,0.18525696486758533,1.9652713735898335,94.1919191919192,50.0
30,0.21083275073906407,1.8005767464637756,91.91919191919192,50.0
31,0.18671123060630634,1.8005767464637756,92.17171717171718,50.0
32,0.19403276676894166,2.0583852330843606,93.68686868686869,50.0
33,0.1957953806326259,2.0583852330843606,93.93939393939394,50.0
34,0.1948800984537229,2.1032439470291138,93.18181818181819,50.0
35,0.19842940887901933,2.1032439470291138,93.43434343434343,50.0
36,0.18628160224761814,1.8784936269124348,93.68686868686869,50.0
37,0.20672128320729827,1.8784936269124348,91.16161616161617,50.0
38,0.1945390522130765,2.0035990873972573,92.42424242424242,50.0
39,0.18330171896668618,2.0035990873972573,93.43434343434343,50.0
40,0.2157302667153999,1.907695213953654,90.4040404040404,50.0
41,0.20770737994462252,1.907695213953654,91.91919191919192,50.0
42,0.19669470991939306,1.8949416875839233,94.44444444444444,50.0
43,0.17778871671762317,1.8949416875839233,93.68686868686869,50.0
44,0.1909503740258515,1.93927401304245,93.68686868686869,50.0
45,0.19608270679600537,1.93927401304245,92.42424242424242,50.0
46,0.18087808204581962,1.9516427318255107,93.18181818181819,50.0
47,0.17828389219939708,1.9516427318255107,94.44444444444444,50.0
48,0.18731505889445543,1.9604770143826802,92.42424242424242,50.0
49,0.1954659876122605,1.9604770143826802,92.67676767676768,50.0
50,0.20351192475063726,1.895874798297882,92.17171717171718,50.0
51,0.17200142543297262,1.895874798297882,93.43434343434343,50.0
52,0.18775427900545766,1.9091554482777913,94.1919191919192,50.0
53,0.21016633847902993,1.9091554482777913,91.16161616161617,50.0
54,0.19160811672918499,1.9549642006556194,93.43434343434343,50.0
55,0.19216361900325865,1.9549642006556194,92.17171717171718,50.0
56,0.189142425742466,1.9061184724171956,92.67676767676768,50.0
57,0.1783471140122856,1.9061184724171956,94.1919191919192,50.0
58,0.1997869726968929,2.0245150923728943,92.92929292929293,50.0
59,0.20167222239542754,2.0245150923728943,92.17171717171718,50.0
60,0.19796187018509953,1.899312694867452,91.66666666666667,50.0
61,0.19640252287499607,1.899312694867452,92.92929292929293,50.0
62,0.1854149667080492,1.9540045062700908,93.68686868686869,50.0
63,0.1942542457167292,1.9540045062700908,93.68686868686869,50.0
64,0.20513728549703955,1.9426983793576558,92.67676767676768,50.0
65,0.1879022371256724,1.9426983793576558,93.68686868686869,50.0
66,0.20090531422756613,1.9064828753471375,92.67676767676768,50.0
67,0.19920092839747666,1.9064828753471375,91.91919191919192,50.0
68,0.19284458827460185,1.9337686896324158,93.93939393939394,50.0
69,0.19361471675802022,1.9337686896324158,92.67676767676768,50.0
70,0.20449188066413626,1.9244847098986309,91.91919191919192,50.0
71,0.1972541217925027,1.9244847098986309,92.17171717171718,50.0
72,0.17728407003451138,1.9306435982386272,93.68686868686869,50.0
73,0.1846221150364727,1.9306435982386272,93.68686868686869,50.0
74,0.1838116139653721,1.8911337852478027,93.18181818181819,50.0
75,0.1933564290869981,1.8911337852478027,92.92929292929293,50.0
76,0.17553619939135387,1.9038491447766621,94.1919191919192,50.0
77,0.18638991387560963,1.9038491447766621,93.68686868686869,50.0
78,0.17412164214765652,1.9719508687655132,93.43434343434343,50.0
79,0.2120318598812446,1.9719508687655132,93.43434343434343,50.0
80,0.19815592464292422,1.9255934953689575,91.16161616161617,50.0
81,0.19300687822978943,1.9255934953689575,92.92929292929293,50.0
82,0.19088700102583972,1.8902708888053894,93.68686868686869,50.0
83,0.20750342817045747,1.8902708888053894,91.91919191919192,50.0
84,0.20294376868987457,1.860350251197815,92.67676767676768,50.0
85,0.17291310490109027,1.860350251197815,93.43434343434343,50.0
86,0.17686416144715622,1.9674619833628337,94.94949494949495,50.0
87,0.1855466219596565,1.9674619833628337,92.42424242424242,50.0
88,0.17630254200048512,1.9502737124760945,94.1919191919192,50.0
89,0.1783421116648242,1.9502737124760945,93.93939393939394,50.0
90,0.18381460518867243,1.8600599765777588,92.92929292929293,50.0
91,0.210054225649219,1.8600599765777588,91.16161616161617,50.0
92,0.19246585865039378,1.905592183272044,93.43434343434343,50.0
93,0.18607948368880897,1.905592183272044,93.43434343434343,50.0
94,0.2126445624511689,1.8951953450838726,92.17171717171718,50.0
95,0.17753715694416314,1.8951953450838726,93.43434343434343,50.0
96,0.21060829306952655,1.9470353921254475,92.42424242424242,50.0
97,0.18445831509307026,1.9470353921254475,94.6969696969697,50.0
98,0.20360025695990772,1.9463893572489421,93.43434343434343,50.0
99,0.1947131397551857,1.9463893572489421,93.18181818181819,50.0
