Epoch,training_loss,validation_loss,training acc,validation acc
0,3.1658563247086327,0.7289567589759827,69.44444444444444,16.666666666666668
1,2.0642697314421334,0.693602979183197,52.77777777777778,66.66666666666667
2,1.250193069378535,0.8016186356544495,55.55555555555556,25.0
3,1.6116750567841034,0.6611953377723694,69.44444444444444,66.66666666666667
4,0.8700915376345316,1.2021476030349731,77.77777777777777,33.333333333333336
5,4.410422046979268,0.8190543353557587,36.111111111111114,25.0
6,3.413388947645823,0.6688823401927948,66.66666666666667,66.66666666666667
7,1.153129536891356,0.901128500699997,72.22222222222223,33.333333333333336
8,1.3432010126610596,0.7543994784355164,47.22222222222222,25.0
9,0.46289167351399857,0.7388194501399994,77.77777777777777,58.333333333333336
10,0.43974771723151207,0.7059581577777863,83.33333333333333,58.333333333333336
11,0.5652248797317346,0.7457073032855988,77.77777777777777,58.333333333333336
12,0.9217557435234388,0.7148627042770386,61.111111111111114,58.333333333333336
13,0.6715770727023482,1.0316926836967468,80.55555555555556,66.66666666666667
14,0.9131119226415952,0.761534720659256,75.0,58.333333333333336
15,0.3216883148998022,0.7723388969898224,91.66666666666667,58.333333333333336
16,0.20188582191864649,0.7259890735149384,91.66666666666667,58.333333333333336
17,0.15891644587585083,0.7276294827461243,91.66666666666667,58.333333333333336
18,0.21065928243721524,0.7346690595149994,88.88888888888889,58.333333333333336
19,0.16545606295888624,0.7905786633491516,88.88888888888889,58.333333333333336
20,0.41336113090316456,0.7781741321086884,75.0,58.333333333333336
21,0.3474224400706589,0.8092947900295258,86.11111111111111,58.333333333333336
22,0.31689441576600075,0.7976769208908081,83.33333333333333,58.333333333333336
23,0.16722297047575316,0.8104753792285919,94.44444444444444,58.333333333333336
24,0.20958862267434597,0.8295475542545319,91.66666666666667,58.333333333333336
25,0.25552179974814254,0.8820830285549164,88.88888888888889,58.333333333333336
26,0.3041087291203439,0.8536596298217773,77.77777777777777,58.333333333333336
27,0.25737210859855014,0.8766403496265411,94.44444444444444,58.333333333333336
28,0.13149552730222544,0.7984419465065002,91.66666666666667,58.333333333333336
29,0.17073520769675574,0.8077205419540405,94.44444444444444,58.333333333333336
30,0.847470926741759,0.8391634821891785,83.33333333333333,58.333333333333336
31,0.1933498979972986,0.7955035269260406,88.88888888888889,58.333333333333336
32,0.15501024760305882,0.8668778538703918,88.88888888888889,58.333333333333336
33,0.17774450833288333,0.8207029700279236,91.66666666666667,58.333333333333336
34,0.21808027476072311,0.7956266105175018,91.66666666666667,58.333333333333336
35,0.17738648255666098,0.713269516825676,88.88888888888889,58.333333333333336
36,0.1756536344946653,0.8109444975852966,94.44444444444444,58.333333333333336
37,0.12564195040613413,0.7963757514953613,94.44444444444444,58.333333333333336
38,0.12134943964580695,0.8100320398807526,97.22222222222223,58.333333333333336
39,0.21984579848746458,0.8140441179275513,91.66666666666667,58.333333333333336
40,0.21468613793452582,0.8340685963630676,94.44444444444444,58.333333333333336
41,0.1426415327199114,0.774774432182312,94.44444444444444,58.333333333333336
42,0.35870584286749363,0.8079792559146881,86.11111111111111,58.333333333333336
43,0.23712720287342867,0.764627605676651,91.66666666666667,58.333333333333336
44,0.31428080673019093,0.809883326292038,88.88888888888889,58.333333333333336
45,0.25574771128594875,0.8420098423957825,88.88888888888889,58.333333333333336
46,0.20081277595212063,0.7933213114738464,91.66666666666667,58.333333333333336
47,0.14117074695726237,0.7722649574279785,94.44444444444444,58.333333333333336
48,0.1951222438365221,0.792939305305481,91.66666666666667,58.333333333333336
49,0.18199796477953592,0.8636799305677414,94.44444444444444,58.333333333333336
