Epoch,training_loss,validation_loss
0,1.0337290735093547,0.7399657107889652
1,0.7023594426128137,1.0916285244747996
2,0.632620767060229,0.7245511524379253
3,0.633481846190989,0.9573754891753197
4,0.6496379572096939,0.7102476470172405
5,0.492751742268036,0.8857908202335238
6,0.512312564348309,0.6704634241759777
7,0.46837069747476456,1.175784207880497
8,0.4372745757949922,0.7429498005658388
9,0.4050915715188774,1.0376000762917101
10,0.3452118565362659,0.7048790641129017
11,0.36484504238401044,0.7054032161831856
12,0.28889683968907987,0.7148260548710823
13,0.3542044503812897,0.6953950822353363
14,0.317145897048142,1.1426961584948003
15,0.2918108598096296,0.7741094715893269
16,0.2714097272974494,0.6894523575901985
17,0.2695394744274809,1.022383647505194
18,0.25492298687972564,0.7274785824120045
19,0.2258646622272756,0.7132381163537502
20,0.21424429876702455,0.6715828292071819
21,0.23653430054786012,0.769516984000802
22,0.23012978980755983,0.732829824090004
23,0.2165836179492009,0.7103366889059544
24,0.2225595473257058,0.7626703474670649
25,0.20079813075854497,0.701642420142889
26,0.22501412254539044,0.7489909362047911
27,0.2120246238705209,0.7072743028402328
28,0.19877772358492674,0.8375993818044662
29,0.20868352108963711,0.7480383571237326
30,0.21296578404657981,0.7403673119843006
31,0.2139377283576109,0.7506734989583492
32,0.19319534434608238,0.7531980462372303
33,0.19151815622086255,0.7556984163820744
34,0.20432580678778536,0.7526108305901289
35,0.22701626179931575,0.7314526624977589
36,0.19245806835276788,0.7388567179441452
37,0.2077739803284845,0.7347388453781605
38,0.20306718020754702,0.7316794507205486
39,0.20272083463393809,0.7324558384716511
40,0.18471558671787053,0.7374764494597912
41,0.19809301092070253,0.7330841347575188
42,0.21409928467919065,0.7377344518899918
43,0.20170007524190142,0.7402138933539391
44,0.19167908929589697,0.7348949424922466
45,0.2057558412061018,0.7427867166697979
46,0.21790185081772506,0.7413401305675507
47,0.20201996326966978,0.7407728843390942
48,0.21170060807044672,0.7415259778499603
49,0.21471363971667254,0.7352687790989876
