Learning rate: 0.001, Optimizer: Adam, Scheduler: NoneType
200 epochs in total, 108 batches per epoch
Epoch = 0, lr = 0.001
Epoch = 0, Acc = 67.34693877551021
Epoch = 0, Epoch_Loss = 3.263566856858907
Epoch = 1, lr = 0.001
Epoch = 1, Acc = 67.34693877551021
Epoch = 1, Epoch_Loss = 3.1640936172118894
Epoch = 2, lr = 0.001
Epoch = 2, Acc = 67.34693877551021
Epoch = 2, Epoch_Loss = 3.1361398142245083
Epoch = 3, lr = 0.001
Epoch = 3, Acc = 67.34693877551021
Epoch = 3, Epoch_Loss = 3.093908849965643
Epoch = 4, lr = 0.001
Epoch = 4, Acc = 67.34693877551021
Epoch = 4, Epoch_Loss = 3.0883408103276184
Epoch = 5, lr = 0.001
Epoch = 5, Acc = 67.53246753246754
Epoch = 5, Epoch_Loss = 3.033864591960554
Epoch = 6, lr = 0.001
Epoch = 6, Acc = 67.71799628942486
Epoch = 6, Epoch_Loss = 2.9987943738147065
Epoch = 7, lr = 0.001
Epoch = 7, Acc = 68.6456400742115
Epoch = 7, Epoch_Loss = 2.966660027978597
Epoch = 8, lr = 0.001
Epoch = 8, Acc = 69.75881261595548
Epoch = 8, Epoch_Loss = 2.926636060906781
Epoch = 9, lr = 0.001
Epoch = 9, Acc = 70.87198515769944
Epoch = 9, Epoch_Loss = 2.890317991927818
Epoch = 10, lr = 0.001
Epoch = 10, Acc = 72.35621521335807
Epoch = 10, Epoch_Loss = 2.852556240503435
Epoch = 11, lr = 0.001
Epoch = 11, Acc = 73.8404452690167
Epoch = 11, Epoch_Loss = 2.8100641057999045
Epoch = 12, lr = 0.001
Epoch = 12, Acc = 74.58256029684601
Epoch = 12, Epoch_Loss = 2.7648853538212954
Epoch = 13, lr = 0.001
Epoch = 13, Acc = 75.139146567718
Epoch = 13, Epoch_Loss = 2.7269459667581097
Epoch = 14, lr = 0.001
Epoch = 14, Acc = 75.69573283858998
Epoch = 14, Epoch_Loss = 2.6918016732842833
Epoch = 15, lr = 0.001
Epoch = 15, Acc = 76.06679035250464
Epoch = 15, Epoch_Loss = 2.654103525672798
Epoch = 16, lr = 0.001
Epoch = 16, Acc = 76.80890538033395
Epoch = 16, Epoch_Loss = 2.6101869648253477
Epoch = 17, lr = 0.001
Epoch = 17, Acc = 77.73654916512059
Epoch = 17, Epoch_Loss = 2.559788189828396
Epoch = 18, lr = 0.001
Epoch = 18, Acc = 78.84972170686457
Epoch = 18, Epoch_Loss = 2.5078612255553403
Epoch = 19, lr = 0.001
Epoch = 19, Acc = 81.0760667903525
Epoch = 19, Epoch_Loss = 2.448216153791657
Epoch = 20, lr = 0.001
Epoch = 20, Acc = 82.56029684601113
Epoch = 20, Epoch_Loss = 2.3869797587394714
Epoch = 21, lr = 0.001
Epoch = 21, Acc = 84.04452690166976
Epoch = 21, Epoch_Loss = 2.3257031912604966
Epoch = 22, lr = 0.001
Epoch = 22, Acc = 84.78664192949907
Epoch = 22, Epoch_Loss = 2.2648926403511456
Epoch = 23, lr = 0.001
Epoch = 23, Acc = 85.15769944341373
Epoch = 23, Epoch_Loss = 2.2031875437608472
Epoch = 24, lr = 0.001
Epoch = 24, Acc = 86.45640074211502
Epoch = 24, Epoch_Loss = 2.1397972783004797
Epoch = 25, lr = 0.001
Epoch = 25, Acc = 87.38404452690168
Epoch = 25, Epoch_Loss = 2.066022438445577
Epoch = 26, lr = 0.001
Epoch = 26, Acc = 89.05380333951763
Epoch = 26, Epoch_Loss = 1.98730760426433
Epoch = 27, lr = 0.001
Epoch = 27, Acc = 89.6103896103896
Epoch = 27, Epoch_Loss = 1.8994677001265463
Epoch = 28, lr = 0.001
Epoch = 28, Acc = 90.9090909090909
Epoch = 28, Epoch_Loss = 1.8049821823283478
Epoch = 29, lr = 0.001
Epoch = 29, Acc = 92.94990723562152
Epoch = 29, Epoch_Loss = 1.7256995911399524
Epoch = 30, lr = 0.001
Epoch = 30, Acc = 94.24860853432283
Epoch = 30, Epoch_Loss = 1.6418290045112371
Epoch = 31, lr = 0.001
Epoch = 31, Acc = 94.06307977736549
Epoch = 31, Epoch_Loss = 1.5609217193667535
Epoch = 32, lr = 0.001
Epoch = 32, Acc = 94.43413729128015
Epoch = 32, Epoch_Loss = 1.4848465669072337
Epoch = 33, lr = 0.001
Epoch = 33, Acc = 96.1038961038961
Epoch = 33, Epoch_Loss = 1.37910187865297
Epoch = 34, lr = 0.001
Epoch = 34, Acc = 95.91836734693878
Epoch = 34, Epoch_Loss = 1.307294963410607
Epoch = 35, lr = 0.001
Epoch = 35, Acc = 96.84601113172542
Epoch = 35, Epoch_Loss = 1.2127116619160883
Epoch = 36, lr = 0.001
Epoch = 36, Acc = 97.21706864564007
Epoch = 36, Epoch_Loss = 1.1777248930324007
Epoch = 37, lr = 0.001
Epoch = 37, Acc = 97.77365491651206
Epoch = 37, Epoch_Loss = 1.0367176205747657
Epoch = 38, lr = 0.001
Epoch = 38, Acc = 98.14471243042672
Epoch = 38, Epoch_Loss = 0.9837492938256927
Epoch = 39, lr = 0.001
Epoch = 39, Acc = 98.7012987012987
Epoch = 39, Epoch_Loss = 0.8756273136370711
Epoch = 40, lr = 0.001
Epoch = 40, Acc = 98.7012987012987
Epoch = 40, Epoch_Loss = 0.863878484642892
Epoch = 41, lr = 0.001
Epoch = 41, Acc = 99.25788497217069
Epoch = 41, Epoch_Loss = 0.806735251961207
Epoch = 42, lr = 0.001
Epoch = 42, Acc = 99.62894248608535
Epoch = 42, Epoch_Loss = 0.7268118475460343
Epoch = 43, lr = 0.001
Epoch = 43, Acc = 100.0
Epoch = 43, Epoch_Loss = 0.6312543779818548
Epoch = 44, lr = 0.001
Epoch = 44, Acc = 99.44341372912801
Epoch = 44, Epoch_Loss = 0.6666853330615494
Epoch = 45, lr = 0.001
Epoch = 45, Acc = 100.0
Epoch = 45, Epoch_Loss = 0.5296973832365539
Epoch = 46, lr = 0.001
Epoch = 46, Acc = 100.0
Epoch = 46, Epoch_Loss = 0.4851923681174715
Epoch = 47, lr = 0.001
Epoch = 47, Acc = 100.0
Epoch = 47, Epoch_Loss = 0.43409774528333434
Epoch = 48, lr = 0.001
Epoch = 48, Acc = 100.0
Epoch = 48, Epoch_Loss = 0.39578138074527186
Epoch = 49, lr = 0.001
Epoch = 49, Acc = 100.0
Epoch = 49, Epoch_Loss = 0.3700609127042332
Epoch = 50, lr = 0.001
Epoch = 50, Acc = 100.0
Epoch = 50, Epoch_Loss = 0.34151543832935943
Epoch = 51, lr = 0.001
Epoch = 51, Acc = 100.0
Epoch = 51, Epoch_Loss = 0.31419856124557555
Epoch = 52, lr = 0.001
Epoch = 52, Acc = 100.0
Epoch = 52, Epoch_Loss = 0.29306281776236437
Epoch = 53, lr = 0.001
Epoch = 53, Acc = 100.0
Epoch = 53, Epoch_Loss = 0.2727428539569869
Epoch = 54, lr = 0.001
Epoch = 54, Acc = 100.0
Epoch = 54, Epoch_Loss = 0.2542625607370778
Epoch = 55, lr = 0.001
Epoch = 55, Acc = 100.0
Epoch = 55, Epoch_Loss = 0.24044828097060048
Epoch = 56, lr = 0.001
Epoch = 56, Acc = 100.0
Epoch = 56, Epoch_Loss = 0.22647104057897297
Epoch = 57, lr = 0.001
Epoch = 57, Acc = 100.0
Epoch = 57, Epoch_Loss = 0.21121047417788455
Epoch = 58, lr = 0.001
Epoch = 58, Acc = 100.0
Epoch = 58, Epoch_Loss = 0.19656879572991143
Epoch = 59, lr = 0.001
Epoch = 59, Acc = 100.0
Epoch = 59, Epoch_Loss = 0.1858282044823109
Epoch = 60, lr = 0.001
Epoch = 60, Acc = 100.0
Epoch = 60, Epoch_Loss = 0.1728726856419127
Epoch = 61, lr = 0.001
Epoch = 61, Acc = 100.0
Epoch = 61, Epoch_Loss = 0.162301264418703
Epoch = 62, lr = 0.001
Epoch = 62, Acc = 100.0
Epoch = 62, Epoch_Loss = 0.15278874303610926
Epoch = 63, lr = 0.001
Epoch = 63, Acc = 100.0
Epoch = 63, Epoch_Loss = 0.1418005441923419
Epoch = 64, lr = 0.001
Epoch = 64, Acc = 100.0
Epoch = 64, Epoch_Loss = 0.13220580880038646
Epoch = 65, lr = 0.001
Epoch = 65, Acc = 100.0
Epoch = 65, Epoch_Loss = 0.12500013021053746
Epoch = 66, lr = 0.001
Epoch = 66, Acc = 100.0
Epoch = 66, Epoch_Loss = 0.1176059652762315
Epoch = 67, lr = 0.001
Epoch = 67, Acc = 100.0
Epoch = 67, Epoch_Loss = 0.11250378703051764
Epoch = 68, lr = 0.001
Epoch = 68, Acc = 100.0
Epoch = 68, Epoch_Loss = 0.10625833298372864
Epoch = 69, lr = 0.001
Epoch = 69, Acc = 100.0
Epoch = 69, Epoch_Loss = 0.09954730152255958
Epoch = 70, lr = 0.001
Epoch = 70, Acc = 100.0
Epoch = 70, Epoch_Loss = 0.09295766138368183
Epoch = 71, lr = 0.001
Epoch = 71, Acc = 100.0
Epoch = 71, Epoch_Loss = 0.08702081746714949
Epoch = 72, lr = 0.001
Epoch = 72, Acc = 100.0
Epoch = 72, Epoch_Loss = 0.08113801030925026
Epoch = 73, lr = 0.001
Epoch = 73, Acc = 100.0
Epoch = 73, Epoch_Loss = 0.07582692105508479
Epoch = 74, lr = 0.001
