Epoch,training_loss,validation_loss,training acc,validation acc
0,8.606358190377554,0.6300248503684998,59.45945945945946,66.66666666666667
1,1.6944865758220355,0.7029647529125214,43.24324324324324,33.333333333333336
2,0.4482940559585889,0.6601357758045197,75.67567567567568,66.66666666666667
3,0.8370428731044134,0.6842871010303497,59.45945945945946,66.66666666666667
4,0.31979291544606286,0.7049669921398163,78.37837837837837,25.0
5,0.45433612788716954,0.6724345982074738,81.08108108108108,66.66666666666667
6,0.33311223052442074,0.6750946342945099,86.48648648648648,66.66666666666667
7,0.839656819899877,0.6152276396751404,62.16216216216216,66.66666666666667
8,0.8848407901823521,0.6297492384910583,72.97297297297297,66.66666666666667
9,0.35037357918918133,0.7759476006031036,83.78378378378379,25.0
10,0.3567695276190837,0.7029035985469818,86.48648648648648,66.66666666666667
11,0.28375459850455326,0.7267337739467621,89.1891891891892,58.333333333333336
12,0.5069723973671595,0.9098952412605286,89.1891891891892,66.66666666666667
13,1.0005149394273758,0.8903064429759979,70.27027027027027,66.66666666666667
14,0.49080978085597354,0.7917962372303009,78.37837837837837,41.666666666666664
15,0.12845265259966254,0.9778719544410706,94.5945945945946,66.66666666666667
16,0.3336037565022707,0.7083527594804764,89.1891891891892,66.66666666666667
17,0.30808505540092784,0.8153969347476959,91.89189189189189,66.66666666666667
18,0.5577360168099403,0.859846442937851,83.78378378378379,66.66666666666667
19,0.24049721177046499,0.9105842709541321,94.5945945945946,66.66666666666667
20,0.11942111079891522,0.871781200170517,97.29729729729729,58.333333333333336
21,0.2350557567551732,0.814986377954483,86.48648648648648,58.333333333333336
22,0.18653000270326933,0.8809410035610199,89.1891891891892,66.66666666666667
23,0.15836900658905506,0.7985007166862488,94.5945945945946,66.66666666666667
24,0.19624455397327742,0.8597085773944855,91.89189189189189,66.66666666666667
25,0.19313856214284897,0.7813016176223755,94.5945945945946,66.66666666666667
26,0.11993241713692744,0.8812680691480637,97.29729729729729,66.66666666666667
27,0.11616529896855354,0.7393429130315781,97.29729729729729,66.66666666666667
28,0.1798661214609941,0.9148233383893967,91.89189189189189,58.333333333333336
29,0.11411355109885335,0.7982956171035767,94.5945945945946,66.66666666666667
30,0.13792738939325014,0.847795844078064,94.5945945945946,66.66666666666667
31,0.12521701864898205,0.9665076658129692,97.29729729729729,66.66666666666667
32,0.17170953936874866,0.8629602491855621,94.5945945945946,66.66666666666667
33,0.28782748493055504,0.8732269704341888,94.5945945945946,66.66666666666667
34,0.27543726408233243,0.7632324993610382,91.89189189189189,66.66666666666667
35,0.1402396863559261,0.7750398814678192,94.5945945945946,66.66666666666667
36,0.1629892016450564,0.7940948605537415,91.89189189189189,66.66666666666667
37,0.3820564392954111,0.9122165888547897,94.5945945945946,66.66666666666667
38,0.11416992389907439,0.9442885965108871,97.29729729729729,58.333333333333336
39,0.10087092655400436,0.7817067205905914,97.29729729729729,66.66666666666667
40,0.1341688691948851,0.8097644746303558,91.89189189189189,66.66666666666667
41,0.062268598936498165,0.7410265356302261,97.29729729729729,66.66666666666667
42,0.09484824577036004,0.7802762091159821,97.29729729729729,66.66666666666667
43,0.09080269187688828,0.7998908460140228,100.0,66.66666666666667
44,0.10287260885039966,0.7742441445589066,97.29729729729729,58.333333333333336
45,0.06616238970309496,0.8054307103157043,100.0,58.333333333333336
46,0.13619775387148061,0.7983872890472412,94.5945945945946,58.333333333333336
47,0.058372714246312775,0.8865656554698944,97.29729729729729,58.333333333333336
48,0.09723743765304486,0.8853930830955505,94.5945945945946,58.333333333333336
49,0.18305527729292712,0.8007354140281677,94.5945945945946,66.66666666666667
